Text,labels
美元兑人民币汇率升值,0
公司采购成本上升,0
经济下行,0
公司新兴业务稳定发展,0
公司运营成本,0
游戏产品授权收入较上期减少,0
减少费用支出,0
出口国外的防疫产品价格较高,0
公司核心业务盈利能力持续稳步提升,0
用户的政府采购进度亦因疫情延迟,0
新品验证定型,0
公司持续调整销售政策,0
主要原材料PVC粉价格持续处于较高位置,0
环氧丙烷需求减少,0
人民币对美元贬值,0
光伏封装胶膜产品的生产产能持续爬坡,0
营业收入同比下降，且营运费用、折旧摊销费用等需正常支出,0
公司生猪产能释放,0
优化产品结构、客户结构,0
公司和解协议顺利执行完毕,0
主要OEM客户重点车型销量增长,0
客户产品价格调整基本完成,0
脂肪醇（酸）系列产品营业收入增长较快,0
保障总体供应,0
持续优化营销市场布局,0
加快项目建设落地,0
公司不断加大研发投入和人才储备力度,0
产销量的提升,0
公司捷顺科技中心项目转固,0
疫情缓解,0
运输费用上涨,0
新能源汽车、风电、绿色家电等领域发展势头持续向好,0
全国多地疫情反复,0
跨地区物流受限等多方面因素的影响于3-4月份停产,0
租赁市场整体平均空置率提高,0
汇兑收益增加,0
应收款项规模的下降,0
安全即时通讯在党政、央企的规模化应用,0
头部客户加速放量,0
新能源行业快速发展,0
非洲刚果（金）卡松巴莱萨-萨卡尼亚道路与陆港的现代化与改造项目的道路开通试运营,0
施工项目暂未结算形成的合同资产较多,0
两只并购基金上半年继续计息,0
提升经营管理质量,0
汇率变动,0
人民币兑美元呈现贬值态势,0
玉米淀粉、豆粕等原材料和煤炭价格同比去年大幅上涨,0
提高生产效率,0
锂电池产业链整体景气度持续提升,0
产品销售价格调整,0
人民币兑美元汇率贬值,0
挖掘供应链多元服务价值,0
应收账款账龄延长,0
公司所处行业发展趋势良好,0
品牌推广、电商平台投入较上年同期增加,0
与战略客户协同成长,0
公司产销规模略有下降,0
销售价格上涨,0
存量订单持续转化为收入,0
公司参股公司新疆天池能源有限责任公司（主要从事煤炭开采和销售业务）净利润增长,0
全国旋挖、挖掘机开工率严重不足,0
产品盈利能力有效提升,0
MCC品牌的销售收入占比增加,0
新冠疫情采取的封闭防控措施,0
效率与质量提升的技术装备陆续投入市场,0
新建产能逐步释放,0
内部精益管理水平的持续提升,0
未完全达产,0
饲料主要原料价格上涨,0
饲料成本较高,0
经营锂盐业务的联营企业大幅盈利,0
公司项目进度出现了延迟,0
冬奥特许商品市场需求旺盛,0
医药中间体产品下游部分客户需求迅猛增长,0
公司经营正常,0
订单消化,0
公司凭借良好的产品质量及研发能力,0
鱼货市场价格走高,0
相关省市对新冠疫情采取的封闭防控措施,0
公司医药中间体产品结构不断丰富,0
产能扩建进展顺利,0
下游市场需求增加,0
公司锂电池循环板块持续优化工艺,0
公司市场订单量充足,0
钢材市场低迷,0
公司在手订单增加,0
规模效应逐步体现,0
满足国内外客户的个性化需求,0
“大数据”、“互联网运营”和“服务”三大要素,0
原材辅料消耗得到有效改善,0
公司医药中间体业务较去年同期实现较大幅度增长,0
提升整体供应链竞争力,0
公司业务继续稳中求进,0
国家全面实施种业振兴行动,0
产能继续快速提升,0
精益化管理,0
提前谋划和布置,0
公司有股权转让收益,0
净利润与上年同期相比有较大幅度下滑,0
“盐”之有礼-盛夏钜惠答谢活动,0
公司销售电量、销售电价同比增加,0
营业收入同比大幅增加,0
股份支付费用,0
优化公司治理,0
投资收益增加,0
经营规模持续扩大,0
公司及主要子公司生产及销售不及预期,0
公司优化业务结构,0
石油供需格局改变,0
产品质量和一致性持续提升,0
收入下降,0
新型电子元器件板块企业的高可靠产品市场持续向好,0
公司湿法锂电池隔离膜产能持续提升,0
资本市场对经济形势持谨慎态度,0
政策性免租,0
产能利用率提高,0
发行人个别重要供应商和重要客户位于苏州和昆山等地区,0
供应链价格上涨,0
公司全资及控股的水电厂流域来水及水力自发电量同比大幅增加,0
提升精细化管控水平,0
安全生产相关政策要求,0
下游组件市场需求旺盛,0
多项购车利好政策,0
发行人下游叉车行业景气度持续高企,0
疫情扰动,0
光伏行业EPC项目建设开工及并网进程有较大幅度延缓,0
诉讼、仲裁败诉计提预计负债等非经常性损益,0
生猪价格较去年同期下降明显,0
纱线、印染等棉花下游企业库存积压,0
原材料价格持续上涨,0
下游应用和需求的拓展,0
公司IPO募投项目、超募资金项目、可转债募投项目相继达产,0
旅游和商务出行,0
实际有效产能进一步突破,0
毛利率水平保持基本持平,0
新型冠状病毒,0
未发生此类资产处置,0
取消优惠电价,0
经营成本同比降低,0
产能陆续释放,0
生产和销售周期,0
产品毛利减少,0
会计差错更正,0
行业低迷,0
公司继续加强国内与国际市场开拓和管理,0
金刚石单晶和培育钻石产品市场需求旺盛,0
下游主要企业停产限产,0
疫情停工停产,0
人民币兑美元处在高位,0
持续完善的全国服务网络,0
外汇汇率的波动,0
相关产品毛利率保持在较高水平,0
地区疫情封控,0
下游不同电池工艺对于硅片产品的更高要求,0
投资隆基绿能会计核算方法变更,0
PVT（光伏光热一体化）业务稳步推进,0
收入规模同比增长,0
生猪价格低位运行,0
非经常性收益较上年同期大幅减少,0
供应商制造及物流,0
新业务的拓展,0
新闻出版总署暂停发布游戏版号,0
市场需求发生阶段性萎缩,0
可结转收入较上年同期减少,0
无碱玻璃纤维粗纱池窑拉丝技术生产线项目扩产的产能释放,0
公司提升内部管理效率,0
胶原蛋白系列产品业务稳步发展,0
内部精益化管理水平的持续提升,0
公司产品结构不断优化,0
公司坚持市场首位,0
市场形势变化,0
蒙煤通关量持续回升,0
产品力提升,0
新基建、新能源、工业数智化等发展赛道,0
市场竞争激烈,0
公司持续布局自主业务和面向未来的赛道,0
降低运营成本,0
工业金刚石产品市场需求旺盛,0
公司销售收入较上年同期有较大增长,0
需求不振,0
客户的装机量有所收缩,0
公司2022年上半年经营业绩同比产生较大幅度波动,0
上游原材料价格居高不下,0
海外疫情放缓,0
新开工面积大幅下降,0
订单充沛,0
划小经营单元,0
公司在保持收入高速增长,0
公司员工队伍逐步壮大,0
储能业务实现突破,0
海运费高位运行,0
正极材料产品销量同比大幅增长,0
银行借款增加,0
下游市场需求旺盛,0
公司加大技术投入,0
地方政府高度重视防疫抗疫工作,0
部分设备订单需求也有所延迟,0
主营业务利润的大幅提升,0
员工出行不便,0
单位成本大幅增加,0
铝沪伦比值进一步回落,0
锂电材料和锂电设备的需求持续增加,0
规模效益显现,0
客户提货周期,0
盘活资产,0
餐厨项目公司纳入合并报表范围,0
产品价格持续下探,0
供货量减少,0
新冠疫情停工停产,0
产品精品化、多元化和市场全球化策略进一步深化,0
扩产产能逐步释放,0
煤炭产能逐步释放,0
提升人均产值,0
燃煤价格同比升高,0
工业房地产拆迁补偿,0
公司充足的现金流,0
海外逐渐放开疫情管控措施,0
公司国际市场在保证业务订单稳定供给,0
上游供应链供货受阻,0
功能性高分子材料(PVC)项目自投产,0
定量装、小商品以及量贩装产品,0
利润出现较大幅度亏损,0
疫情不断反复,0
公司开展提质增效,0
医药研发生产外包趋势持续强化,0
四氧化三锰产品盈利水平大幅提升,0
公司面临来自市场、业务、资金和人员等多方面的较大经营压力,0
产品价格和产量稳定,0
公司在实施的PCCP项目、环保工程项目等进度出现延迟,0
主营产品销售结构进行持续的战略调整和优化,0
公司清洁能源业务经营成本大幅提高,0
生产装置稳定运行,0
增加了原材料采购成本,0
《幻塔》手游将于近期在海外多地开启测试,0
国内疫情防控,0
材料价格大幅上涨,0
成本管控,0
核心产品产能利用率和运营效率持续爬升中,0
政府补助及理财收益,0
国内新冠肺炎疫情多点散发,0
镨钕类稀土产品市场价格较上年同期升高,0
经济结构调整,0
深化混合所有制改革,0
全球消费电子需求略显疲软,0
综合成本进一步下降,0
公司线路所处上海、北京等地防控形势特别严峻,0
公司主要产品单价跟随主要原材料价格上涨,0
公司重点项目陆续实现收入,0
活动节奏产生影响,0
持续的生产技术、生产工艺的优化,0
业务规模持续扩大,0
原辅材料价格上涨,0
产能逐步释放,0
毛利率因产品组合较好同比略有提升,0
体育援助项目延期,0
下游客户对服务需求的增加,0
公司贸易业务增加,0
非苹果产业链客户如VIVO、脸书等开始批量采购公司产品,0
提升产品性能,0
公司的经营恢复正常,0
多发多供,0
公司营业收入下降,0
俄乌冲突爆发,0
汽车电子（含燃油车与新能源汽车）、光伏逆变和光伏储能等新兴应用领域兴起,0
公司抓住困境资产管理行业发展机遇,0
相关毛利可以足额覆盖对应固定费用支出,0
企业文化培育,0
加强市场拓展,0
持续优化客户结构,0
游戏出海,0
强化内部管理,0
新疆地区原煤生产保持较快增长,0
产品成本一定程度上升,0
公司积极推进并大力实施雪亮工程、应急广播、天网工程、阳光校园·智慧教育等智慧广电工程和高速公路点位监控、疫情防控监测等重点项目,0
下游客户对锂电池材料产品需求强劲增长,0
新技术新设备的投入,0
下游项目开工不足,0
优化完善产业链及产品结构,0
面向政企客户的大数据服务项目受疫情影响落地延后,0
新型冠状病毒肺炎疫情,0
加大技术改造,0
公司在报告期内有一部分原材料库存收益,0
子公司股权转让,0
公司2021年度实施了员工持股计划,0
订单充足,0
产品维度加速升级,0
高效组织产品生产及调运,0
公司制罐与灌装的产能都得到充分释放,0
投资收益下降,0
部分原辅材料、电费价格上涨,0
主要生产因素天然气价格上涨,0
丙烯酸甲酯（MA）等原材料价格大幅上涨,0
指纹模组业务、天线业务收入同比下降,0
市场需求旺盛,0
公司处于厂区搬迁状态,0
产能升级改造,0
现金管理产品收益较上年同期增加,0
纯电动汽车战略客户的批量推进,0
公司新行业新领域拓展顺利,0
公司新产能有效释放,0
公司电池化学品业务市场需求旺盛,0
公司投资的产业基金所投资的嘉和生物股票价格较同期下降,0
处置子公司股权所带来的投资收益,0
库存皮棉积压时间长,0
"为公司创造新的,稳定的利润增长点",0
加大内容集成力度,0
供应时间拉长,0
不断完善产业链布局,0
在手订单增长,0
贷款规模较去年同期增加,0
国内疫情防控形势趋于平稳,0
下游客户更多预算和资源投向常态化疫情防控,0
新增投产项目,0
营业收入稳定增长,0
深圳市富诚达科技有限公司亏损金额大,0
光伏硅片产品受到客户普遍认可,0
新产线的逐步投产,0
己内酰胺及配套装置等建成投产,0
出口物流受阻,0
公司有机氟化学品业务主营产品及在半导体等领域含氟新产品销售规模扩大,0
宏观环境带来的困难和影响,0
公司持有的非流动金融资产公允价值变动,0
浆板、煤炭等原材料价格同比上涨幅度较大,0
部分资产出现减值,0
新能源汽车渗透率的日益提升,0
公司抢抓市场机遇,0
扩大产能,0
增加销售力度,0
风电行业在退补,0
汽车电子市场规模持续上升,0
人民币贬值,0
公司证券投资亏损,0
前期与客户项目合作开发阶段投入的研发费用增加,0
新产能的逐步释放,0
保持较好的产能利用率及产销率,0
正在建设中的子公司管理费用上升等成本费用,0
研发费用的持续投入,0
多元化的产品、业务发展思路,0
保障市场供应,0
煤炭行业景气度得以延续,0
美元走强,0
股东表决权比例,0
公司成本大幅增加,0
银行短期借款的利息支出所形成的财务费用,0
房产项目出现竣工交付延迟,0
工程结算及客户回款放缓,0
原料PET粒子价格在去年下半年连续上涨的基础上仍不断上涨,0
存货价值回升,0
加强生产过程管控,0
明胶系列产品业务稳步发展,0
挖掘产能潜力,0
焦煤销售价格同比上涨,0
工业4.0及柔性制造智能工厂生产方式在公司各产业板块的作业流程和作业场景的应用,0
房地产开发项目营业收入比重,0
房地产政策调控,0
疫情期间，公司主动承担社会责任,0
公司指纹模组业务、天线业务收入同比下降,0
原材料价格波动,0
打印复印通用耗材业务稳健经营,0
细线化、薄片化工艺改善,0
加强费用管控,0
调整产品结构,0
运营商整体业务增速放缓,0
无缝业务增长较快,0
公司业务迅速增长,0
大宗商品价格上升,0
生产企业库存高位运行,0
持续研发创新,0
物资集中采购,0
公司抓住机遇释放产能,0
供应链波动,0
车规级芯片短缺,0
加快新产能建设,0
提高部分产品售价,0
生产经营压力持续加大,0
石油价格持续上涨,0
实施替代方案,0
土地使用权摊销,0
公司业务订单未达预期,0
云托管、智慧停车运营等在内的新业务呈较快的发展态势,0
原材料供货紧张,0
云南神火铝业有限公司90万吨项目全部达产,0
市场竞争力提升,0
公司主要产品的原材料价格仍维持在高位,0
长沙沙河城项目结转收入同比增加,0
毛利率相对较高的半导体客户占比提升,0
产业园区综合管理服务业务逐步推进,0
原有在手CDMO项目陆续落地,0
处置长期股权投资及剩余股权转换为公允价值计量合计产生投资收益为3.08亿,0
公司会加强成本管控,0
新能源汽车行业快速发展,0
市场有效运力供给显著下降,0
公司加大激光技术、工业机器人、智能化产品的研发投入,0
订单较上年同期增加,0
原料价格的居高不下,0
公司已有合同项目实施及验收延期,0
主要大宗商品价格上升,0
公司所持国泰君安公允价值负向变动,0
丰城区域所属煤矿停产整顿,0
折旧摊销等固定成本的刚性支出,0
新材料应用产品研发,0
主要产品单位成本同比上升,0
销售未达预期,0
光伏领域用石英材料市场需求同比大幅增长,0
一季度占全年收入比重较低,0
销售均价同比上升,0
成本优化,0
产量下降,0
在手CDMO项目陆续落地,0
供应链的停滞,0
新冠疫情的有效控制,0
银行信贷收紧,0
产品结构优化,0
推进精益管理,0
项目周期拉长,0
挖潜增效,0
产品毛利率水平显著提高,0
二级市场股价波动,0
新冠肺炎疫情影响逐步降低,0
上游能源端，公司参股公司新疆天池能源有限责任公司（主要从事煤炭开采和销售业务）净利润增长,0
物流管制,0
公司经营状况良好,0
生产效率降低,0
公司食品加工出口业务表现良好,0
增厚公司主业业绩,0
战略布局产业链一体化并落好利科技地执行,0
钢材价格同比下降,0
交通物流受阻,0
“新冠”疫情在上海、江苏等地区不断反复,0
原材料价格上涨,0
降低了各项生产成本,0
市场波动,0
新能源汽车行业发展态势持续向好,0
海外业务规模的增长,0
加大成本管控,0
产能利用率较为充分,0
全球先进半导体客户服务不断扩大,0
毛利率呈现逐季回暖趋势,0
保证交付,0
合理的成本管控,0
借款额增加,0
扣除非经常性损益后的利润增速更高,0
公司本期盈利能力大幅增强,0
美金兑人民币汇率的波动,0
市场对新冠抗原检测试剂盒需求增加,0
维持基础设施即服务的本色,0
中国及国际销售结构变化,0
业务良好稳健发展,0
有息债务余额减少,0
派遣销售人员积极走访客户,0
苏州晶银进一步加强大客户战略,0
发行人收入同比平稳或伴有小幅增长,0
销售费用增长,0
公司通过技术创新，持续推出新产品,0
公司业务升级战略,0
公司产品竞争力不断增强,0
能源价格上涨,0
高附加值产品占比同比下降,0
大精煤战略,0
汇率波动,0
发展势头强劲,0
基于公司的技术积累,0
原辅料价格高位波动,0
实施公司股权激励计划,0
公司抢抓机遇,0
公司持有的美元资产在报告期内实现汇兑收益,0
良好的市场基础,0
电池片业务满产满销,0
项目主要产品价格的上涨,0
钢材价格大幅上涨,0
经销商渠道的低库存,0
新能源汽车行业持续高景气,0
持续优化生产工艺和产品结构,0
生产效率进一步优化改善,0
燃煤成本较上年同期增加,0
人员规模增长,0
临港物流板块精准研判形势,0
原材料的铝锭和塑料粒子采购价格均有较大幅度的上涨,0
分环节成本管控,0
人民币汇率贬值,0
消费减弱,0
公司不断加强资产管理,0
经营状况良好,0
物流及人员流动受阻,0
全国疫情防控形势好转,0
公司持续加强内部管理,0
交通不便,0
加大技术及市场等投入,0
经营场地退租补偿,0
公司进一步提高各业务流程的运行效率,0
公司钾肥业务预计将实现大幅度增长,0
投资者基于处罚事项对公司提起证券虚假陈述民事赔偿责任诉讼,0
强化创新驱动,0
防控措施,0
原材料及能源价格上涨,0
原材料价格虽然也在下调,0
疫情防控形势较为严峻,0
我国预制菜行业迎来快速发展,0
电池铝箔产品附加值相对更高,0
公司营业收入较上年同期增长,0
收入增长,0
先进产能加速提升,0
保证各类产品满产满销,0
营业收入下降,0
原辅材料和燃料动力价格同比大幅上涨,0
公司新产品小儿多种维生素注射液（13）、多种微量元素注射液等产品销量逐步增长,0
加强运营管理和成本管控,0
股权投资,0
提高研发水平和发行运营水平,0
公司偏光片业务持续稳健增长,0
保持了较好的毛利率和净利润率,0
公司仿制药持续放量,0
采购意愿不强,0
国际原油价格持续上涨,0
产品销量创历史新高,0
提升整体运营能力,0
“能效”提升,0
公司汇兑收益有所增加,0
存在未决诉讼,0
公司在核电、轨道交通等市场领域的高附加值订单占比提升,0
营销服务投入,0
公司正常运营,0
商用车产销同比显著下降,0
调整生产计划,0
公司紧跟行业趋势,0
整体经济下行,0
公司对产品的不断打磨调优,0
东方华康积极落实政府的疫情防控政策,0
公司产品高端化、产业一体化的经营战略实施取得了显著成效,0
房地产调控收紧政策,0
公司主营产品太阳能电池丝网印刷设备销量保持增长,0
水电项目资产收购产生收益,0
长短期借款较上年同期减少,0
资产减值风险呈下降趋势,0
原材辅料消耗得到持续有效改善,0
优化客户用能成本,0
公司加强内部经营管理,0
公司产品提价有一定缓冲期,0
国内外市场的有效开拓,0
原材料价格较去年下半年有所下降,0
发电成本增加,0
公司产销两旺,0
人民币对美元升值,0
公司积极履行社会责任,0
海外市场销售收入贡献占比不断提升,0
停产,0
原材料价格上涨影响新冠疫情,0
外销业务显著增加,0
美元汇率大幅上升,0
比较基数较小,0
公司持有的其他非流动金融资产期间股价下跌,0
公司相关产品产销两旺,0
业主方招标工作延后,0
工程机械行业需求下滑,0
物流不畅,0
加工差扩大,0
物流受阻,0
物流运输不畅,0
海外业务战略规划的推进和落地,0
大宗商品材料价格上涨,0
氯碱产品市场景气度较好,0
员工素养持续提高,0
加大产品销售和市场开发力度,0
国际集装箱运输供求关系较为紧张,0
主要原材料价格高位运行,0
汽车及新能源汽车领域、移动通讯领域、电子电气领域业务的增长,0
民用空气制冷深低温-86℃冰箱,0
疫情冲击,0
供应端和物流端的巨大变化,0
负极材料业务下游需求旺盛,0
公司主要产品成本上升,0
加大国际市场开拓力度,0
国内新冠疫情多地接连爆发,0
加强新产品及新兴市场的开拓,0
精细化管理,0
市场竞争,0
售价略有上升,0
利润空间收窄,0
新增在建生产基地的租金投入,0
与客户的合作关系更加稳定、紧密,0
提质增效,0
房地产行业投资持续低迷,0
公司生猪产能企稳回升,0
效率改善,0
前期投入项目产能释放,0
为共同应对疫情,0
公司智能交互显示设备原材料价格下降,0
逐步完善的一体化产业链配套,0
产能利用率持续提升,0
芯片供应,0
增加利息收入,0
公司产品品质稳定,0
国际国内新冠疫情反复,0
公司产品单位成本增加,0
煤炭售价同比上涨,0
公司粗纱产品价格同比明显提升,0
增值业务投诉政策越发严苛,0
降费降耗等措施,0
规模效应减弱,0
公司上海总部员工全体无法出勤到岗,0
公司单晶硅业务按计划拓展,0
风电零部件产品和物料搬运设备产品营业收入同比增长明显,0
部分原材料采购及产品交付延迟,0
积极应对产能短缺难题,0
公司对成本进行了优化,0
公司所属煤电机组发电量下降明显,0
我国汽车产业总体面临压力较大,0
百洋医药二级市场股价波动,0
部分项目合同尚在履行未到结算期,0
国家、地方政府出台的多重促进消费加快恢复措施,0
与客户合作关系日渐巩固,0
疫情逐渐平复,0
对产品成本影响的滞后性,0
紫外固化材料下游需求恢复,0
对比上年同期成本端负担大幅上升,0
合理安排生产,0
上下游企业停限产,0
PTC加热组件、车用传感器订单快速增长,0
优化定价机制,0
公司募投项目陆续投产,0
公司风电滚子、新能源汽车用钢球产品销售增幅较大,0
加强与客户的战略合作,0
摊销成本,0
国内新冠疫情反弹,0
生产经营恢复性增长,0
传统植物蛋白客户业务保持稳定,0
基建启动较慢,0
智能硬件业务持续开展,0
部分项目进度延迟,0
复杂的经济形势,0
供应链管理的优化综合,0
美国FDA禁令的解除，国内市场需求增加,0
现场施工调试受阻,0
商品房销售收入结转金额同比大幅增加,0
公司新产能的有效释放,0
产量和销量稳步提升,0
公司非公开募投项目稳步建设,0
协调内外部资源保证生产经营,0
公司市场订单大幅减少,0
产能大幅下降,0
公司网上商品交易收入增长,0
积极发挥公司一体化优势,0
公司各项业务快速恢复,0
订单获取、产品交付未达预期,0
经营活动受到重大影响,0
公司精细化成本管控,0
外部环境发生较大变化,0
大宗商品一直维持高位,0
客户不断增加,0
复杂多变的外部环境，公司采取有效应对措施,0
提高了公司的订单交付能力,0
全球新能源锂离子电池需求强劲,0
公司满足结转收入条件的房地产开发项目同比大幅增加,0
稳增长的政策基调,0
针对性的进行市场开发,0
纯碱、尿素行业维持高景气周期,0
业务开拓力度,0
产能正在逐步释放,0
上海封控期间的困境,0
对各项成本费用进行严格有效的管控,0
公司产能开工率逐步提高,0
封控措施,0
“高速低噪”的高端产品上的设计加工能力,0
公司非经常性损益金额较小,0
业绩规模增长,0
积极扩大市场份额,0
零售业绩欠佳,0
公司对内加大管理变革,0
部分职工分流安置,0
一季度净利润相对较低,0
高纯四氯化硅产品生产稳定,0
国内疫情防控形势好转,0
产品订单增加,0
大修费用增加,0
产量减少,0
新能源锂电材料需求持续快速增长,0
汽车产销出现较大波动,0
主营收入较上年同期有所增长,0
营业收入下滑,0
产能的逐步释放,0
订单持续保持增长,0
能量饮料客户业务继续保持快速增长势头,0
债务危机全面化解,0
公司营业收入有所下降,0
行业周期波动,0
公司顺利完成重整程序,0
压降成本费用,0
下游5G通讯、半导体以及医药等行业的快速发展,0
经调整的财务指标,0
电量统计天数同比增加,0
新产能的顺利释放,0
贵金属漏板加工技术工艺不断提升,0
